,Gap,AM,CBD,porous,x,y,z,res,tliq,tsol,"CC,AM","CC,CBD",Active_Surface,porocal,pressure,sigma,tliq_racine,tsol_racine
147,41,94,6,49,50,50,"84,5",1,"10,52","1,892","36,88","19,51","49,69","0,33492020572631","56,7729093620084","0,035625067510242","3,24345494804537","1,37549990912395"
148,41,94,6,50,50,50,"83,1",1,"10,836","1,876","36,69","19,53","49,3","0,33063706156608","56,7729093620084","0,034143860455191","3,29180801384285","1,36967149346111"
149,41,95,5,45,50,50,91,1,"6,502","2,038","38,08","15,44","56,27","0,3604877956958","56,7729093620084","0,062040271206337","2,5499019588996","1,42758537397943"
150,41,95,5,46,50,50,"89,6",1,"7,175","1,985","35,58","16,36","54,4","0,35620465153557","56,7729093620084","0,055553032065269","2,67861904719577","1,40890028036054"
151,41,95,5,47,50,50,"88,2",1,"7,329","1,975","36,29","16,84",54,"0,35192150737534","56,7729093620084","0,053731773332379","2,70721258862321","1,40534693225552"
152,41,95,5,48,50,50,"86,8",1,"8,315","1,93","36,28","17,26","52,2","0,34763836321511","56,7729093620084","0,046783803780843","2,88357417105924","1,38924439894498"
153,41,95,5,49,50,50,"85,3",1,"8,343","1,914","34,89","17,78","51,8","0,34335521905488","56,7729093620084","0,046052318125664","2,88842517645862","1,3834738884417"
154,41,95,5,50,50,50,"83,9",1,"9,899","1,879","38,29","17,13",50,"0,33907207489465","56,7729093620084","0,038329291020014","3,14626763006582","1,37076620909621"
155,41,96,4,45,50,50,"91,9",1,"5,903","2,034","37,27","13,61","57,1","0,36892280902437","56,7729093620084","0,069934715110668","2,42960902204449","1,42618371888057"
156,41,96,4,46,50,50,"90,5",1,"6,094","2,019","37,6","13,33","56,69","0,36463966486414","56,7729093620084","0,066956315225299","2,46860284371545","1,42091519803259"
157,41,96,4,47,50,50,89,1,"6,145","2,001","38,34","13,61","56,21","0,36035652070391","56,7729093620084","0,065620658530134","2,47891105124811","1,41456707158056"
158,41,96,4,48,50,50,"87,6",1,"6,832","1,957","38,92","13,91","54,39","0,35607337654368","56,7729093620084","0,058320566210828","2,61380948043273","1,39892816112908"
159,41,96,4,49,50,50,"86,2",1,"6,954","1,945","40,11","13,79","53,97","0,35179023238345","56,7729093620084","0,056608178032367","2,63704379940872","1,39463256809814"
160,41,96,4,50,50,50,"84,8",1,"7,813","1,898","39,48","14,15","52,1","0,34750708822322","56,7729093620084","0,049770949919593","2,7951744131628","1,37767920794356"
161,51,93,7,45,50,50,"90,1",1,"8,194","2,024","32,29","21,14","53,9","0,35077348386866","42,1699061133102","0,047902798199784","2,86251637549901","1,4226735395023"
162,51,93,7,46,50,50,"88,7",1,"9,239","1,979","33,35","21,36","52,2","0,34721021799043","42,1699061133102","0,042053061362841","3,03957233833972","1,40676934854297"
163,51,93,7,47,50,50,"87,4",1,"9,33","1,968","33,87","21,32","51,89","0,3436469521122","42,1699061133102","0,041215534771013","3,05450486986025","1,40285423334001"
164,51,93,7,48,50,50,86,1,"9,662","1,952","32,35","21,74","51,5","0,34008368623397","42,1699061133102","0,039386632673961","3,10837578165832","1,39713993572584"
165,51,93,7,49,50,50,"84,7",1,"11,49","1,918","32,72","21,97","49,8","0,33652042035574","42,1699061133102","0,032773398640389","3,38969025133566","1,38491877018113"
166,51,93,7,50,50,50,"83,3",1,"11,28","1,903","33,22","21,85","49,5","0,33295715447751","42,1699061133102","0,033030058143647","3,35857112474933","1,37949266036467"
167,51,94,6,45,50,50,"90,9",1,"7,457","2,017","32,65","18,87","54,8","0,35920849719723","42,1699061133102","0,05390295136968","2,7307508125056","1,42021125189177"
168,51,94,6,46,50,50,"89,6",1,"7,612","2,018","33,71","18,93","54,4","0,355645231319","42,1699061133102","0,052281530983442","2,75898532072934","1,42056326856638"
169,51,94,6,47,50,50,"88,2",1,"7,854","2,003","34,23","19,05",54,"0,35208196544077","42,1699061133102","0,050162938544464","2,80249888492395","1,41527382509534"
170,51,94,6,48,50,50,"86,9",1,"8,627","1,96","35,19","19,55","52,3","0,34851869956254","42,1699061133102","0,045206030463717","2,93717551399299","1,4"
171,51,94,6,49,50,50,"85,5",1,"8,758","1,947","35,66","19,1","51,93","0,34495543368431","42,1699061133102","0,044074575278916","2,9593918294136","1,39534941860453"
172,51,94,6,50,50,50,"84,1",1,"9,06","1,937","36,35","19,26","51,6","0,34139216780608","42,1699061133102","0,042165324036976","3,00998338865848","1,39176147381654"
173,51,95,5,45,50,50,"91,8",1,"6,159","2,056","35,23","15,92",57,"0,3676435105258","42,1699061133102","0,066795435667863","2,48173326528054","1,43387586631479"
174,51,95,5,46,50,50,"90,4",1,"6,376","2,047","35,87","16,15","56,6","0,36408024464757","42,1699061133102","0,063896768155682","2,52507425633386","1,43073407731835"
175,51,95,5,47,50,50,"89,1",1,"6,502","2,038","34,37","16,5","56,24","0,36051697876934","42,1699061133102","0,062045293639325","2,5499019588996","1,42758537397943"
176,51,95,5,48,50,50,"87,7",1,"7,133","1,983","34,31","17,01","54,5","0,35695371289111","42,1699061133102","0,05599764541219","2,67076767990029","1,40819032804518"
177,51,95,5,49,50,50,"86,3",1,"7,352","1,977","34,79","16,95","54,1","0,35339044701288","42,1699061133102","0,053787256557048","2,71145717281317","1,40605832026982"
178,51,95,5,50,50,50,85,1,"8,264","1,931","33,64","17,95","52,32","0,34982718113465","42,1699061133102","0,047368903157027","2,87471737741295","1,38960426021224"
179,51,96,4,45,50,50,"92,6",1,"5,373","2,089","36,57","12,78","59,34","0,37607852385437","42,1699061133102","0,078323444666488","2,31797325264982","1,44533733086778"
180,51,96,4,46,50,50,"91,3",1,"5,422","2,069","36,23","13,44","58,92","0,37251525797614","42,1699061133102","0,076880223842734","2,3285188425263","1,43840189098875"
181,51,96,4,47,50,50,"89,9",1,"5,934","2,03","36,07","13,67","57,1","0,36895199209791","42,1699061133102","0,069574870097331","2,43598029548681","1,4247806848775"
182,51,96,4,48,50,50,"88,5",1,"5,928","2,016","37,07","14,07","56,7","0,36538872621968","42,1699061133102","0,068972669473654","2,43474844696531","1,41985914794391"
183,51,96,4,49,50,50,"87,2",1,"6,137","2,008","38,31","13,13","56,39","0,36182546034145","42,1699061133102","0,065974041082301","2,47729691397701","1,41703916671347"
184,51,96,4,50,50,50,"85,8",1,"6,707","1,959","37,68","14,18","54,5","0,35826219446322","42,1699061133102","0,059772684598829","2,58978763608138","1,3996428115773"
185,61,93,7,45,50,50,"90,9",1,"7,794","2,056","30,98","21,39","54,81","0,35909643909866","30,9362698154691","0,051556186213934","2,79177362979164","1,43387586631479"
186,61,93,7,46,50,50,"89,6",1,"8,054","2,038","31,7","21,17","54,5","0,35625305150243","30,9362698154691","0,049496792231341","2,83795701165469","1,42758537397943"
187,61,93,7,47,50,50,"88,3",1,"8,068","2,027","32,44","21,24","54,2","0,3534096639062","30,9362698154691","0,049016536181338","2,84042250378355","1,42372750201715"
188,61,93,7,48,50,50,"87,1",1,"8,236","2,02","34,57","20,79","53,89","0,35056627630997","30,9362698154691","0,047630362213557","2,86984320129167","1,42126704035519"
189,61,93,7,49,50,50,"85,8",1,"9,193","1,978","34,19","20,86","52,27","0,34772288871374","30,9362698154691","0,042325890620111","3,03199604221378","1,40641387933993"
190,61,93,7,50,50,50,"84,5",1,"9,448","1,97","33,74","21,09",52,"0,34487950111751","30,9362698154691","0,040846757170882","3,0737599125501","1,40356688476182"
191,61,94,6,45,50,50,"91,8",1,"6,61","2,09","32,99","18,13","57,09","0,36753145242723","30,9362698154691","0,062219015925276","2,57099202643649","1,4456832294801"
192,61,94,6,46,50,50,"90,5",1,"6,601","2,079","32,45","18,63","56,7","0,364688064831","30,9362698154691","0,061821836774108","2,56924113309748","1,44187378088375"
193,61,94,6,47,50,50,"89,2",1,"6,786","2,07","32,29","18,54","56,4","0,36184467723477","30,9362698154691","0,059667579402551","2,60499520153109","1,43874945699382"
194,61,94,6,48,50,50,"87,9",1,"7,468","2,025","33,31","18,99","54,7","0,35900128963854","30,9362698154691","0,053792507111078","2,73276416838336","1,42302494707577"
195,61,94,6,49,50,50,"86,6",1,"7,576","2,015","36,02","18,69","54,4","0,35615790204231","30,9362698154691","0,052605688012849","2,7524534510142","1,41950695665784"
196,61,94,6,50,50,50,"85,3",1,"7,761","2,016","33,43","19,1","54,1","0,35331451444608","30,9362698154691","0,050941752566056","2,78585713919433","1,41985914794391"
197,61,95,5,45,50,50,"92,6",1,"5,682","2,13","35,66","15,41","59,38","0,3759664657558","30,9362698154691","0,074041970288761","2,38369461131245","1,45945195193264"
198,61,95,5,46,50,50,"91,3",1,"5,626","2,11","35,95","15,56",59,"0,37312307815957","30,9362698154691","0,074213424184244","2,37191905426808","1,4525839046334"
199,61,95,5,47,50,50,90,1,"5,759","2,103","35,32","15,95","58,7","0,37027969056334","30,9362698154691","0,071947034856812","2,39979165762364","1,4501724035438"
200,61,95,5,48,50,50,"88,7",1,"6,239","2,057","35,09","15,98",57,"0,36743630296711","30,9362698154691","0,065901782820996","2,49779903114722","1,43422452914458"
201,61,95,5,49,50,50,"87,5",1,"6,392","2,047","34,1","16,47","56,7","0,36459291537088","30,9362698154691","0,063826575766586","2,52824049488968","1,43073407731835"
202,61,95,5,50,50,50,"86,2",1,"6,507","2,048","36,17","16,17","56,4","0,36174952777465","30,9362698154691","0,062209577620998","2,55088220033776","1,43108350559987"
203,61,96,4,45,50,50,"93,4",1,"4,86","2,164","35,5","13,1","61,72","0,38440147908437","30,9362698154691","0,088507254134858","2,20454076850486","1,47105404387466"
204,61,96,4,46,50,50,"92,2",1,"4,943","2,146","36,67","12,78","61,4","0,38155809148814","30,9362698154691","0,086377403272351","2,22328585656456","1,4649232061784"
205,61,96,4,47,50,50,"90,9",1,"5,286","2,095","36,5","13,09","59,6","0,37871470389191","30,9362698154691","0,080170592821613","2,29913027034137","1,44741148261301"
206,61,96,4,48,50,50,"89,6",1,"5,341","2,084","36,3","13,2","59,3","0,37587131629568","30,9362698154691","0,078749298433789","2,31106036269068","1,44360659460949"
207,61,96,4,49,50,50,"88,3",1,"5,392","2,073","35,59","13,79",59,"0,37302792869945","30,9362698154691","0,077414364283139","2,322068043792","1,43979165159408"
208,61,96,4,50,50,50,87,1,"5,524","2,07","36,53","13,84","58,7","0,37018454110322","30,9362698154691","0,074988504977282","2,35031912726761","1,43874945699382"
209,71,93,7,45,50,50,"91,9",1,"6,775","2,128","31,4","20,63","57,21","0,36858663472866","22,2945827376124","0,06087799915297","2,60288301696407","1,45876660230484"
210,71,93,7,46,50,50,"90,6",1,"6,817","2,11","31,46","20,71","56,98","0,36646312541443","22,2945827376124","0,060154354897865","2,6109385285755","1,4525839046334"
211,71,93,7,47,50,50,"89,4",1,"7,027","2,099","31,4","20,9","56,7","0,3643396161002","22,2945827376124","0,058018504399619","2,65084892062901","1,44879260075416"
212,71,93,7,48,50,50,"88,2",1,"7,113","2,097","32,99","19,83","56,46","0,36221610678597","22,2945827376124","0,05698296407894","2,66702080981758","1,44810220633766"
213,71,93,7,49,50,50,87,1,"7,261","2,095","30,04","20,57","56,2","0,36009259747174","22,2945827376124","0,055494231727156","2,69462427807663","1,44741148261301"
214,71,93,7,50,50,50,"85,8",1,"7,822","2,04","31,74","20,85","54,63","0,35796908815751","22,2945827376124","0,051210356641301","2,79678386723036","1,42828568570857"
215,71,94,6,45,50,50,"92,7",1,"5,901","2,16","33,06","17,78","59,5","0,37702164805723","22,2945827376124","0,0714941915228","2,42919739831904","1,46969384566991"
216,71,94,6,46,50,50,"91,5",1,"5,91","2,152","31,79","18,07","59,28","0,374898138743","22,2945827376124","0,070983251650324","2,43104915622864","1,46696966567138"
217,71,94,6,47,50,50,"90,3",1,"5,993","2,141","33,48","18,22",59,"0,37277462942877","22,2945827376124","0,069603672673251","2,44806045676981","1,46321563687653"
218,71,94,6,48,50,50,"89,1",1,"6,122","2,142","33,51","18,38","58,78","0,37065112011454","22,2945827376124","0,067748873474056","2,47426756839272","1,46355731011806"
219,71,94,6,49,50,50,"87,9",1,"6,535","2,088","33,48","18,1","57,11","0,36852761080031","22,2945827376124","0,063103656692509","2,55636460623284","1,44499134945508"
220,71,94,6,50,50,50,"86,6",1,"6,612","2,082","32,77","18,55","56,9","0,36640410148608","22,2945827376124","0,062009405560031","2,57138095194003","1,44291371883422"
221,71,95,5,45,50,50,"93,5",1,"5,096","2,208","32,05","15,79","61,9","0,3854566613858","22,2945827376124","0,08464011069284","2,25743216952359","1,48593404968054"
222,71,95,5,46,50,50,"92,3",1,"5,151","2,186","35,02","15,22","61,6","0,38333315207157","22,2945827376124","0,083275052837913","2,26958145921225","1,4785127662621"
223,71,95,5,47,50,50,"91,1",1,"5,196","2,185","34,41","15,57","61,39","0,38120964275734","22,2945827376124","0,08209653391945","2,27947362344906","1,47817454990945"
224,71,95,5,48,50,50,"89,9",1,"5,511","2,135","33,16","15,98","59,7","0,37908613344311","22,2945827376124","0,076972851265259","2,34755191635883","1,46116391962025"
225,71,95,5,49,50,50,"88,7",1,"5,634","2,129","33,33","15,82","59,42","0,37696262412888","22,2945827376124","0,074870638338697","2,3736048533823","1,45910931735768"
226,71,95,5,50,50,50,"87,5",1,"5,626","2,111","34,61","15,77","59,2","0,37483911481465","22,2945827376124","0,074554740397724","2,37191905426808","1,45292807805479"
227,71,96,4,45,50,50,"94,4",1,"4,449","2,232","34,13","12,4","64,31","0,39389167471437","22,2945827376124","0,099070529108874","2,10926527492395","1,49398795175865"
228,71,96,4,46,50,50,"93,2",1,"4,452","2,224","38,01","11,94","64,07","0,39176816540014","22,2945827376124","0,098470030791275","2,10997630318447","1,49130815058458"
229,71,96,4,47,50,50,92,1,"4,803","2,178","34,85","13,12","62,31","0,38964465608591","22,2945827376124","0,090779173466611","2,1915747762739","1,47580486514986"
230,71,96,4,48,50,50,"90,8",1,"4,763","2,16","35,74","12,84","62,08","0,38752114677168","22,2945827376124","0,091042654469349","2,1824298385057","1,46969384566991"
231,71,96,4,49,50,50,"89,5",1,"4,81","2,157","36,58","12,71","61,8","0,38539763745745","22,2945827376124","0,0896590345769","2,19317121994613","1,46867287031524"
232,71,96,4,50,50,50,"88,3",1,"4,903","2,151","35,81","13,51","61,6","0,38327412814322","22,2945827376124","0,087473740443048","2,21427188935776","1,46662878738964"
233,81,93,7,45,50,50,"92,9",1,"6,049","2,21","29,43","19,7","59,87","0,37924407075866","15,6468015943021","0,070156077893692","2,45947148794207","1,48660687473185"
234,81,93,7,46,50,50,"91,8",1,"6,105","2,199","30,33","19,85","59,67","0,37784043972643","15,6468015943021","0,0692552747017","2,47082982012117","1,48290255917238"
235,81,93,7,47,50,50,"90,6",1,"6,059","2,18","32,32","19,31","59,48","0,3764368086942","15,6468015943021","0,06952183345912","2,46150360552245","1,47648230602334"
236,81,93,7,48,50,50,"89,5",1,"6,126","2,192","31,45","20,01","59,29","0,37503317766197","15,6468015943021","0,068505080934336","2,47507575641636","1,48054044186574"
237,81,93,7,49,50,50,"88,4",1,"6,323","2,171","32,19","19,07","59,1","0,37362954662974","15,6468015943021","0,066122325269442","2,51455761516812","1,47343136928735"
238,81,93,7,50,50,50,"87,2",1,"6,308","2,174","33,67","18,9","58,91","0,37222591559751","15,6468015943021","0,066030564291949","2,5115732121521","1,47444904964532"
239,81,94,6,45,50,50,"93,8",1,"5,25","2,246","31,88","17,03","62,2","0,38767908408723","15,6468015943021","0,082631027636878","2,29128784747792","1,49866607354674"
240,81,94,6,46,50,50,"92,6",1,"5,282","2,232","30,54","17,99",62,"0,386275453055","15,6468015943021","0,081833061713091","2,29826021155134","1,49398795175865"
241,81,94,6,47,50,50,"91,5",1,"5,325","2,24","31,31","17,6","61,83","0,38487182202277","15,6468015943021","0,080877289923658","2,30759615184287","1,49666295470958"
242,81,94,6,48,50,50,"90,3",1,"5,322","2,227","33,86","17,21","61,65","0,38346819099054","15,6468015943021","0,080627753799026","2,30694603317893","1,49231363995643"
243,81,94,6,49,50,50,"89,2",1,"5,386","2,226","33,34","17,03","61,48","0,38206455995831","15,6468015943021","0,07937806212279","2,32077573237915","1,49197855212466"
244,81,94,6,50,50,50,"88,1",1,"5,432","2,212","30,21","17,79","61,3","0,38066092892608","15,6468015943021","0,078416711978697","2,33066514111315","1,48727939540626"
245,81,95,5,45,50,50,"94,6",1,"4,581","2,28","33,16","14,92","64,67","0,3961140974158","15,6468015943021","0,096758715347802","2,14032707780844","1,50996688705415"
246,81,95,5,46,50,50,"93,5",1,"4,663","2,269","34,44","14,43","64,48","0,39471046638357","15,6468015943021","0,094720354253317","2,15939806427625","1,50632001911944"
247,81,95,5,47,50,50,"92,3",1,"4,689","2,272","34,87","14,46","64,29","0,39330683535134","15,6468015943021","0,093860172479878","2,16540989191423","1,50731549451334"
248,81,95,5,48,50,50,"91,2",1,"4,699","2,258","33,66","14,89","64,1","0,39190320431911","15,6468015943021","0,09332617272464","2,16771769379687","1,50266430050095"
249,81,95,5,49,50,50,90,1,"4,743","2,265","33,8","15,05","63,9","0,39049957328688","15,6468015943021","0,092129247840611","2,17784296954578","1,50499169432924"
250,81,95,5,50,50,50,"88,9",1,"5,003","2,205","31,52","15,8","62,3","0,38909594225465","15,6468015943021","0,087027455403349","2,23673869730016","1,48492424049175"
251,81,96,4,45,50,50,"95,5",1,"4,092","2,324","32,91","13,05","67,15","0,40454911074437","15,6468015943021","0,110628165914699","2,02286924935844","1,52446712001276"
252,81,96,4,46,50,50,"94,3",1,"4,105","2,312","35,51","11,87","66,99","0,40314547971214","15,6468015943021","0,109895198976342","2,02607995893548","1,52052622469986"
253,81,96,4,47,50,50,"93,2",1,"4,11","2,3","33,37","12,04","66,8","0,40174184867991","15,6468015943021","0,109379350042049","2,02731349327133","1,51657508881031"
254,81,96,4,48,50,50,92,1,"4,143","2,309","34,26","12,54","66,6","0,40033821764768","15,6468015943021","0,10812900447689","2,03543607121422","1,51953940389843"
255,81,96,4,49,50,50,"90,9",1,"4,357","2,255","36,38","12,02","64,92","0,39893458661545","15,6468015943021","0,102457609002224","2,08734280845289","1,50166574176812"
256,81,96,4,50,50,50,"89,8",1,"4,389","2,249","33,65","13,48","64,73","0,39753095558322","15,6468015943021","0,101352731669543","2,09499403340439","1,4996666296214"
257,91,93,7,45,50,50,"94,1",1,"5,186","2,333","31,77","18,32",64,"0,39106874718866","10,5328702830664","0,084382168936389","2,27727907819837","1,5274161188098"
258,91,93,7,46,50,50,93,1,"5,115","2,324","32,3","18,16","63,9","0,39038499443843","10,5328702830664","0,085403872683598","2,26163657557973","1,52446712001276"
259,91,93,7,47,50,50,92,1,"5,377","2,279","30,74","18,73","62,5","0,3897012416882","10,5328702830664","0,081100184015082","2,31883591485038","1,50963571764847"
260,91,93,7,48,50,50,"90,9",1,"5,38","2,292","30,61","18,64","62,4","0,38901748893797","10,5328702830664","0,08091274537576","2,31948270094864","1,51393526942205"
261,91,93,7,49,50,50,"89,8",1,"5,445","2,274","31,05","19,13","62,3","0,38833373618774","10,5328702830664","0,079806327051255","2,33345237791561","1,50797877969154"
262,91,93,7,50,50,50,"88,8",1,"5,478","2,263","28,62","19,65","62,2","0,38764998343751","10,5328702830664","0,07918589475476","2,34051276433178","1,50432709209134"
263,91,94,6,45,50,50,95,1,"4,708","2,342","29,92","17,11","65,17","0,39950376051723","10,5328702830664","0,094954271032027","2,16979261681848","1,5303594349041"
264,91,94,6,46,50,50,"93,9",1,"4,722","2,337","32,53","16,44","65,07","0,398820007767","10,5328702830664","0,094510713403489","2,17301633680007","1,52872495891184"
265,91,94,6,47,50,50,"92,8",1,"4,791","2,322","30,03","17,17","64,94","0,39813625501677","10,5328702830664","0,092989870457893","2,18883530673278","1,52381101190404"
266,91,94,6,48,50,50,"91,7",1,"4,769","2,317","31,46","16,71","64,8","0,39745250226654","10,5328702830664","0,093258408478981","2,183804020511","1,52216950435883"
267,91,94,6,49,50,50,"90,7",1,"4,765","2,324","32,67","16,57","64,72","0,39676874951631","10,5328702830664","0,093176123968258","2,18288799529431","1,52446712001276"
268,91,94,6,50,50,50,"89,6",1,"4,776","2,321","31,28",17,"64,61","0,39608499676608","10,5328702830664","0,092801321478485","2,18540614074364","1,52348285188905"
269,91,95,5,45,50,50,"95,8",1,"4,178","2,369","31,6","14,52","67,7","0,4079387738458","10,5328702830664","0,109258853023803","2,04401565551734","1,53915561266559"
270,91,95,5,46,50,50,"94,7",1,"4,21","2,375","30,64","14,71","67,59","0,40725502109557","10,5328702830664","0,108246643374333","2,05182845286832","1,54110350074224"
271,91,95,5,47,50,50,"93,7",1,"4,193","2,363","30,93","14,72","67,46","0,40657126834534","10,5328702830664","0,108503040610168","2,04768161587684","1,53720525630119"
272,91,95,5,48,50,50,"92,6",1,"4,271","2,376","32,41","14,74","67,39","0,40588751559511","10,5328702830664","0,106342339019182","2,0666397847714","1,54142790943982"
273,91,95,5,49,50,50,"91,5",1,"4,237","2,357","30,87","14,85","67,27","0,40520376284488","10,5328702830664","0,10701510753444","2,0583974348993","1,53525242224202"
274,91,95,5,50,50,50,"90,5",1,"4,28","2,367","32,48","14,34","67,17","0,40452001009465","10,5328702830664","0,10576118955512","2,06881608655772","1,53850576859497"
275,91,96,4,45,50,50,"96,6",1,"3,753","2,419","33,83","12,17","70,3","0,41637378717437","10,5328702830664","0,124146620796195","1,93726611491555","1,55531347322654"
276,91,96,4,46,50,50,"95,6",1,"3,739","2,421","35,32","11,55","70,2","0,41569003442414","10,5328702830664","0,124406832982245","1,93364939945172","1,55595629758679"
277,91,96,4,47,50,50,"94,5",1,"3,794","2,419","34,75","12,01","70,07","0,41500628167391","10,5328702830664","0,122401694568557","1,94781929346641","1,55531347322654"
278,91,96,4,48,50,50,"93,4",1,"3,771","2,414","34,99","11,34","69,98","0,41432252892368","10,5328702830664","0,122945348678228","1,94190627992187","1,55370524875216"
279,91,96,4,49,50,50,"92,4",1,"3,767","2,41","34,61","11,92","69,88","0,41363877617345","10,5328702830664","0,122872787506793","1,94087609084145","1,552417469626"
280,91,96,4,50,50,50,"91,3",1,"3,782","2,401","33,43","11,92","69,76","0,41295502342322","10,5328702830664","0,122183149447537","1,94473648600524","1,54951605348251"
281,1,93,7,42,50,50,"92,8",1,"8,951","1,987","33,27","21,34","52,4","0,34815528558335","174,20989644446","0,043524272658672","2,99182218722972","1,40960987510729"
282,1,94,6,42,50,50,"93,7",1,"7,522","2,021","33,4","19,58","54,57","0,35659029891192","174,20989644446","0,053047666110401","2,74262647839621","1,42161879559888"
283,1,95,5,42,50,50,"94,5",1,"6,377","2,045","34,96","15,71","56,78","0,36502531224049","174,20989644446","0,064052583408673","2,52527226254913","1,43003496460751"
284,1,96,4,42,50,50,"95,3",1,"5,431","2,082","36,69","13,52","59,09","0,37346032556906","174,20989644446","0,076947542683075","2,33045060020589","1,44291371883422"
285,11,93,7,42,50,50,"92,8",1,"9,103","1,985","32,37","21,31","52,4","0,34848240396735","132,510528403874","0,042837724930184","3,01711782998278","1,40890028036054"
286,11,94,6,42,50,50,"93,7",1,"7,384","2,018","35,61","18,18","54,6","0,35691741729592","132,510528403874","0,054088649777104","2,71735165188461","1,42056326856638"
287,11,95,5,42,50,50,"94,5",1,"6,31","2,053","35,18","15,94","56,8","0,36535243062449","132,510528403874","0,064790708378574","2,51197133741609","1,43282936876657"
288,11,96,4,42,50,50,"95,4",1,"5,43","2,078","35,21","13,51","59,1","0,37378744395306","132,510528403874","0,077029125190327","2,33023603954621","1,44152696818339"
289,21,93,7,42,50,50,93,1,"8,862","1,992","31,06","21,65","52,6","0,34997676275135","100,432501272057","0,04419137864125","2,97691115084075","1,41138230115019"
290,21,94,6,42,50,50,"93,8",1,"7,308","2,026","34,62","18,35","54,77","0,35841177607992","100,432501272057","0,054879964071351","2,70333127825651","1,42337626789265"
291,21,95,5,42,50,50,"94,7",1,"6,265","2,062","36,68","15,81",57,"0,36684678940849","100,432501272057","0,06552299399012","2,50299820215677","1,43596657342711"
292,21,96,4,42,50,50,"95,5",1,"5,346","2,09","37,9","12,88","59,29","0,37528180273706","100,432501272057","0,078552251639127","2,31214186415972","1,4456832294801"
